VERTEX_SE2 0 0 0 0
VERTEX_SE2 1 1.03039 0.0113498 -0.0129577
VERTEX_SE2 2 2.04345 -0.060422 -0.0261827
VERTEX_SE2 3 3.07055 -0.094779 -0.0213499
VERTEX_SE2 4 3.07998 0.909609 1.54544
VERTEX_SE2 5 3.09118 1.92568 1.52914
VERTEX_SE2 6 3.12702 2.94897 1.54012
VERTEX_SE2 7 3.15324 3.90635 1.55102
VERTEX_SE2 8 3.14665 2.88246 -1.54222
VERTEX_SE2 9 3.06018 1.96095 -1.59826
VERTEX_SE2 10 3.13566 0.892533 -1.58488
VERTEX_SE2 11 3.14094 -0.0848833 -1.6135
VERTEX_SE2 12 3.15801 0.912177 1.54277
VERTEX_SE2 13 3.16738 1.90295 1.52625
VERTEX_SE2 14 3.16816 2.86726 1.58609
VERTEX_SE2 15 3.15454 3.89159 1.53144
VERTEX_SE2 16 4.18133 3.88906 -0.00386077
VERTEX_SE2 17 5.16519 3.90515 0.020224
VERTEX_SE2 18 6.12159 3.95409 0.00872363
VERTEX_SE2 19 7.11353 3.98195 0.0014258
VERTEX_SE2 20 7.06905 2.96556 -1.53769
VERTEX_SE2 21 7.09687 1.96748 -1.57179
VERTEX_SE2 22 7.10492 0.978748 -1.58471
VERTEX_SE2 23 7.09814 -0.010675 -1.60899
VERTEX_SE2 24 7.13014 0.990843 1.53075
VERTEX_SE2 25 7.16588 2.00558 1.53078
VERTEX_SE2 26 7.05597 2.91967 1.56296
VERTEX_SE2 27 7.09592 3.9767 1.56934
VERTEX_SE2 28 6.11413 3.92974 3.13342
VERTEX_SE2 29 5.08352 3.95944 3.07273
VERTEX_SE2 30 4.07287 4.01266 3.03752
VERTEX_SE2 31 3.08608 4.10787 3.06812
VERTEX_SE2 32 3.149 5.0799 1.49851
VERTEX_SE2 33 3.21366 6.12051 1.52052
VERTEX_SE2 34 3.24678 7.11092 1.47774
VERTEX_SE2 35 3.30993 8.10534 1.46332
VERTEX_SE2 36 2.31847 8.20147 3.05748
VERTEX_SE2 37 1.3161 8.27485 3.05432
VERTEX_SE2 38 0.280348 8.35074 3.022
VERTEX_SE2 39 -0.71952 8.4641 2.99393
VERTEX_SE2 40 -0.919986 7.4981 -1.70984
VERTEX_SE2 41 -1.08807 6.52737 -1.69875
VERTEX_SE2 42 -1.18563 5.52899 -1.6687
VERTEX_SE2 43 -1.29509 4.54858 -1.69282
VERTEX_SE2 44 -1.40224 3.57567 -1.70457
VERTEX_SE2 45 -1.57546 2.59389 -1.71978
VERTEX_SE2 46 -1.72641 1.60277 -1.73029
VERTEX_SE2 47 -1.91839 0.621156 -1.71148
VERTEX_SE2 48 -1.77358 1.55987 1.40228
VERTEX_SE2 49 -1.61514 2.56493 1.39335
VERTEX_SE2 50 -1.46286 3.5693 1.37416
VERTEX_SE2 51 -1.3003 4.54487 1.41126
VERTEX_SE2 52 -0.330154 4.37783 -0.149726
VERTEX_SE2 53 0.690361 4.23294 -0.158127
VERTEX_SE2 54 1.66305 4.08775 -0.188811
VERTEX_SE2 55 3.15938 3.87271 -0.0330522
VERTEX_SE2 56 3.16791 2.87111 -1.56108
VERTEX_SE2 57 3.0967 1.87736 -1.63371
VERTEX_SE2 58 3.02355 0.896629 -1.64855
VERTEX_SE2 59 2.95662 -0.111457 -1.64423
VERTEX_SE2 60 1.94927 -0.0575185 3.09254
VERTEX_SE2 61 0.958117 -0.00479729 3.10161
VERTEX_SE2 62 -0.0215039 0.0470762 3.12637
VERTEX_SE2 63 -1.02847 0.0995004 3.11892
VERTEX_SE2 64 -1.79558 1.60576 1.41133
VERTEX_SE2 65 -1.61414 2.62786 1.39825
VERTEX_SE2 66 -1.45536 3.60633 1.3733
VERTEX_SE2 67 -1.25387 4.53427 1.36417
VERTEX_SE2 68 -1.37714 3.55758 -1.69388
VERTEX_SE2 69 -1.58117 2.60158 -1.72192
VERTEX_SE2 70 -1.73369 1.58312 -1.70692
VERTEX_SE2 71 -1.86265 0.554589 -1.70856
VERTEX_SE2 72 -2.84776 0.687142 2.9898
VERTEX_SE2 73 -3.80135 0.863967 2.95715
VERTEX_SE2 74 -4.77237 1.03378 2.95549
VERTEX_SE2 75 -5.73553 1.2212 2.97816
VERTEX_SE2 76 -5.88713 0.251097 -1.74047
VERTEX_SE2 77 -6.02562 -0.75394 -1.80539
VERTEX_SE2 78 -6.255 -1.75602 -1.77139
VERTEX_SE2 79 -6.46236 -2.73702 -1.76188
VERTEX_SE2 80 -7.42128 -2.54113 2.98235
VERTEX_SE2 81 -8.42417 -2.39951 2.98035
VERTEX_SE2 82 -9.40039 -2.2084 2.9606
VERTEX_SE2 83 -10.3942 -2.03254 2.93912
VERTEX_SE2 84 -10.5839 -3.04822 -1.78907
VERTEX_SE2 85 -10.7779 -4.0138 -1.7803
VERTEX_SE2 86 -10.9739 -4.98736 -1.76957
VERTEX_SE2 87 -11.149 -5.96494 -1.7585
VERTEX_SE2 88 -10.1272 -6.16026 -0.221391
VERTEX_SE2 89 -9.14744 -6.39626 -0.206595
VERTEX_SE2 90 -8.15781 -6.60918 -0.176584
VERTEX_SE2 91 -7.13881 -6.78799 -0.185599
VERTEX_SE2 92 -6.97504 -5.82933 1.36699
VERTEX_SE2 93 -6.83526 -4.84653 1.3523
VERTEX_SE2 94 -6.6386 -3.89511 1.35252
VERTEX_SE2 95 -6.38991 -2.9027 1.35288
VERTEX_SE2 96 -7.41861 -2.6947 2.92541
VERTEX_SE2 97 -8.43092 -2.45899 2.93678
VERTEX_SE2 98 -9.41118 -2.29557 2.92621
VERTEX_SE2 99 -10.421 -2.05017 2.90888
VERTEX_SE2 100 -9.4595 -2.26799 -0.243095
VERTEX_SE2 101 -8.45615 -2.42322 -0.227562
VERTEX_SE2 102 -7.42714 -2.69782 -0.240958
VERTEX_SE2 103 -6.46214 -2.71803 -0.20455
VERTEX_SE2 104 -7.4505 -2.51661 2.95908
VERTEX_SE2 105 -8.42977 -2.34363 2.93006
VERTEX_SE2 106 -9.37233 -2.1434 2.91216
VERTEX_SE2 107 -10.3585 -1.93968 2.91825
VERTEX_SE2 108 -10.1048 -0.931813 1.36054
VERTEX_SE2 109 -9.91842 0.059516 1.36534
VERTEX_SE2 110 -9.70269 1.031 1.38121
VERTEX_SE2 111 -9.51329 1.99496 1.38941
VERTEX_SE2 112 -9.72936 1.02474 -1.77509
VERTEX_SE2 113 -9.9108 0.0533286 -1.74963
VERTEX_SE2 114 -10.0996 -0.951483 -1.761
VERTEX_SE2 115 -10.3476 -1.95721 -1.79311
VERTEX_SE2 116 -9.38387 -2.19323 -0.241748
VERTEX_SE2 117 -8.41133 -2.46424 -0.260946
VERTEX_SE2 118 -7.44889 -2.68947 -0.227468
VERTEX_SE2 119 -6.48787 -2.90627 -0.188125
VERTEX_SE2 120 -7.49014 -2.76959 2.95569
VERTEX_SE2 121 -8.44847 -2.41628 3.00708
VERTEX_SE2 122 -9.41505 -2.20026 2.93449
VERTEX_SE2 123 -10.4218 -2.0248 2.94265
VERTEX_SE2 124 -10.6014 -2.95867 -1.78795
VERTEX_SE2 125 -10.8015 -3.94346 -1.80907
VERTEX_SE2 126 -10.9692 -4.98966 -1.74614
VERTEX_SE2 127 -11.1047 -5.94388 -1.75334
VERTEX_SE2 128 -10.0982 -6.08797 -0.16838
VERTEX_SE2 129 -9.10931 -6.27006 -0.183056
VERTEX_SE2 130 -8.12454 -6.47905 -0.188772
VERTEX_SE2 131 -7.14048 -6.67744 -0.232446
VERTEX_SE2 132 -7.33467 -7.67212 -1.81122
VERTEX_SE2 133 -7.5827 -8.64508 -1.81065
VERTEX_SE2 134 -7.81963 -9.59984 -1.80423
VERTEX_SE2 135 -8.00956 -10.5713 -1.7902
VERTEX_SE2 136 -7.7533 -9.57138 1.35113
VERTEX_SE2 137 -7.5188 -8.60451 1.35078
VERTEX_SE2 138 -7.27269 -7.65267 1.40774
VERTEX_SE2 139 -7.09572 -6.63126 1.38126
VERTEX_SE2 140 -7.30707 -7.60968 -1.75432
VERTEX_SE2 141 -7.48935 -8.62713 -1.7878
VERTEX_SE2 142 -7.69269 -9.64382 -1.75331
VERTEX_SE2 143 -7.85669 -10.6517 -1.75426
VERTEX_SE2 144 -7.72318 -9.57207 1.33683
VERTEX_SE2 145 -7.58994 -8.60804 1.31356
VERTEX_SE2 146 -7.35677 -7.66297 1.31953
VERTEX_SE2 147 -7.07308 -6.6711 1.39243
VERTEX_SE2 148 -6.05661 -6.8422 -0.148197
VERTEX_SE2 149 -5.05094 -6.93161 -0.12241
VERTEX_SE2 150 -4.05578 -7.05275 -0.137969
VERTEX_SE2 151 -3.08368 -7.14704 -0.117205
VERTEX_SE2 152 -2.95701 -6.1235 1.47079
VERTEX_SE2 153 -2.86346 -5.14354 1.42545
VERTEX_SE2 154 -2.69565 -4.17359 1.4317
VERTEX_SE2 155 -2.57013 -3.2236 1.44399
VERTEX_SE2 156 -2.71438 -4.19253 -1.65569
VERTEX_SE2 157 -2.84289 -5.19958 -1.65509
VERTEX_SE2 158 -2.94683 -6.19842 -1.66947
VERTEX_SE2 159 -3.0616 -7.21884 -1.70471
VERTEX_SE2 160 -2.93071 -6.21196 1.47676
VERTEX_SE2 161 -2.83917 -5.23925 1.46373
VERTEX_SE2 162 -2.72537 -4.21741 1.47245
VERTEX_SE2 163 -2.62894 -3.17117 1.50842
VERTEX_SE2 164 -2.68537 -4.19658 -1.69422
VERTEX_SE2 165 -2.78771 -5.19444 -1.71021
VERTEX_SE2 166 -2.95479 -6.13297 -1.72971
VERTEX_SE2 167 -3.09704 -7.15339 -1.73075
VERTEX_SE2 168 -4.09479 -7.01118 2.96362
VERTEX_SE2 169 -5.0519 -6.94191 3.0077
VERTEX_SE2 170 -6.01091 -6.80611 2.99332
VERTEX_SE2 171 -7.10586 -6.68323 2.92853
VERTEX_SE2 172 -6.96981 -5.85221 1.40026
VERTEX_SE2 173 -6.80471 -4.87891 1.41015
VERTEX_SE2 174 -6.61936 -3.86731 1.35091
VERTEX_SE2 175 -6.45184 -2.73236 1.39337
VERTEX_SE2 176 -6.63393 -3.90575 -1.82149
VERTEX_SE2 177 -6.79922 -4.82381 -1.7926
VERTEX_SE2 178 -6.93535 -5.78028 -1.75121
VERTEX_SE2 179 -7.09623 -6.64134 -1.74904
VERTEX_SE2 180 -7.33647 -7.62074 -1.78527
VERTEX_SE2 181 -7.47787 -8.63452 -1.74832
